Id,Channel,Subscribers,Title,URL,Released,Views,Category,Length,views,subscriber_count,normalized_performance,engagement_label
cDofhN-RJqg,3Blue1Brown,8.20M subscribers,What makes a great math explanation? | SoME2 results,https://www.youtube.com/watch?v=cDofhN-RJqg,2022-10-01,763.1K views,Education,17:01,763100.0,8199999.999999999,0.0930609756097561,2
VYQVlVoWoPY,3Blue1Brown,8.20M subscribers,How to lie using visual proofs,https://www.youtube.com/watch?v=VYQVlVoWoPY,2022-07-03,4.1M views,Education,18:49,4099999.9999999995,8199999.999999999,0.49999999999999994,4
bOXCLR3Wric,3Blue1Brown,8.20M subscribers,Olympiad level counting  (Generating functions),https://www.youtube.com/watch?v=bOXCLR3Wric,2022-05-23,2.3M views,Education,34:36,2300000.0,8199999.999999999,0.2804878048780488,3
fRed0Xmc2Wg,3Blue1Brown,8.20M subscribers,"Oh, wait, actually the best Wordle opener is not “crane”…",https://www.youtube.com/watch?v=fRed0Xmc2Wg,2022-02-13,6.6M views,Education,10:53,6600000.0,8199999.999999999,0.8048780487804879,4
v68zYyaEmEA,3Blue1Brown,8.20M subscribers,Solving Wordle using information theory,https://www.youtube.com/watch?v=v68zYyaEmEA,2022-02-06,11.6M views,Education,30:38,11600000.0,8199999.999999999,1.4146341463414633,4
ltLUadnCyi0,3Blue1Brown,8.20M subscribers,A tale of two problem solvers | Average cube shadow area,https://www.youtube.com/watch?v=ltLUadnCyi0,2021-12-20,3.4M views,Education,40:06,3400000.0,8199999.999999999,0.4146341463414634,4
F3Qixy-r_rQ,3Blue1Brown,8.20M subscribers,2021 Summer of Math Exposition results,https://www.youtube.com/watch?v=F3Qixy-r_rQ,2021-10-23,796.6K views,Education,12:40,796600.0,8199999.999999999,0.09714634146341464,2
LqbZpur38nw,3Blue1Brown,8.20M subscribers,"Beyond the Mandelbrot set, an intro to holomorphic dynamics",https://www.youtube.com/watch?v=LqbZpur38nw,2021-10-16,1.7M views,Education,27:36,1700000.0,8199999.999999999,0.2073170731707317,3
-RdOwhmqP5s,3Blue1Brown,8.20M subscribers,Newton’s fractal (which Newton knew nothing about),https://www.youtube.com/watch?v=-RdOwhmqP5s,2021-10-12,3.1M views,Education,26:06,3100000.0,8199999.999999999,0.3780487804878049,4
ojjzXyQCzso,3Blue1Brown,8.20M subscribers,Make math videos! | Summer of Math Exposition announcement,https://www.youtube.com/watch?v=ojjzXyQCzso,2021-07-16,737.2K views,Education,24:21,737200.0,8199999.999999999,0.08990243902439024,2
e50Bj7jn9IQ,3Blue1Brown,8.20M subscribers,"A quick trick for computing eigenvalues | Chapter 15, Essence of linear algebra",https://www.youtube.com/watch?v=e50Bj7jn9IQ,2021-05-07,1.3M views,Education,13:13,1300000.0,8199999.999999999,0.15853658536585366,3
O85OWBJ2ayo,3Blue1Brown,8.20M subscribers,How (and why) to raise e to the power of a matrix | DE6,https://www.youtube.com/watch?v=O85OWBJ2ayo,2021-04-01,3.4M views,Education,27:07,3400000.0,8199999.999999999,0.4146341463414634,4
lG4VkPoG3ko,3Blue1Brown,8.20M subscribers,"The medical test paradox, and redesigning Bayes' rule",https://www.youtube.com/watch?v=lG4VkPoG3ko,2020-12-22,1.4M views,Education,21:14,1400000.0,8199999.999999999,0.17073170731707318,3
b3NxrZOu_CE,3Blue1Brown,8.20M subscribers,Hamming codes part 2: The one-line implementation,https://www.youtube.com/watch?v=b3NxrZOu_CE,2020-09-04,930.9K views,Education,16:50,930900.0,8199999.999999999,0.11352439024390244,2
X8jsijhllIA,3Blue1Brown,8.20M subscribers,But what are Hamming codes? The origin of error correction,https://www.youtube.com/watch?v=X8jsijhllIA,2020-09-04,2.9M views,Education,20:05,2900000.0,8199999.999999999,0.35365853658536583,4
mH0oCDa74tE,3Blue1Brown,8.20M subscribers,"Group theory, abstraction, and the 196,883-dimensional monster",https://www.youtube.com/watch?v=mH0oCDa74tE,2020-08-19,3.6M views,Education,21:58,3600000.0,8199999.999999999,0.43902439024390244,4
wTJI_WuZSwE,3Blue1Brown,8.20M subscribers,The impossible chessboard puzzle,https://www.youtube.com/watch?v=wTJI_WuZSwE,2020-07-05,2.1M views,Education,18:42,2100000.0,8199999.999999999,0.25609756097560976,3
QvuQH4_05LI,3Blue1Brown,8.20M subscribers,Tips to be a better problem solver [Last live lecture] | Ep. 10 Lockdown live math,https://www.youtube.com/watch?v=QvuQH4_05LI,2020-05-22,1.4M views,Education,1:08:20,1400000.0,8199999.999999999,0.17073170731707318,3
pq9LcwC7CoY,3Blue1Brown,8.20M subscribers,Intuition for i to the power i | Ep. 9 Lockdown live math,https://www.youtube.com/watch?v=pq9LcwC7CoY,2020-05-15,584.9K views,Education,1:13:38,584900.0,8199999.999999999,0.07132926829268292,2
D__UaR5MQao,3Blue1Brown,8.20M subscribers,The DP-3T algorithm for contact tracing (with Nicky Case),https://www.youtube.com/watch?v=D__UaR5MQao,2020-05-14,362.8K views,Education,4:24,362800.0,8199999.999999999,0.04424390243902439,1
elQVZLLiod4,3Blue1Brown,8.20M subscribers,The power tower puzzle | Ep. 8 Lockdown live math,https://www.youtube.com/watch?v=elQVZLLiod4,2020-05-12,931.5K views,Education,53:50,931500.0,8199999.999999999,0.11359756097560976,2
4PDoT7jtxmw,3Blue1Brown,8.20M subscribers,"What makes the natural log ""natural""? | Ep. 7 Lockdown live math",https://www.youtube.com/watch?v=4PDoT7jtxmw,2020-05-08,1.7M views,Education,1:14:54,1700000.0,8199999.999999999,0.2073170731707317,3
cEvgcoyZvB4,3Blue1Brown,8.20M subscribers,Logarithm Fundamentals | Ep. 6 Lockdown live math,https://www.youtube.com/watch?v=cEvgcoyZvB4,2020-05-05,1.2M views,Education,1:34:22,1200000.0,8199999.999999999,0.14634146341463414,3
IAEASE5GjdI,3Blue1Brown,8.20M subscribers,Imaginary interest rates | Ep. 5 Lockdown live math,https://www.youtube.com/watch?v=IAEASE5GjdI,2020-05-01,943.2K views,Education,1:03:07,943200.0,8199999.999999999,0.11502439024390244,2
ZxYOEwM6Wbk,3Blue1Brown,8.20M subscribers,What is Euler's formula actually saying? | Ep. 4 Lockdown live math,https://www.youtube.com/watch?v=ZxYOEwM6Wbk,2020-04-28,1.6M views,Education,51:16,1600000.0,8199999.999999999,0.1951219512195122,3
5PcpBw5Hbwo,3Blue1Brown,8.20M subscribers,Complex number fundamentals | Ep. 3 Lockdown live math,https://www.youtube.com/watch?v=5PcpBw5Hbwo,2020-04-24,2.1M views,Education,1:22:11,2100000.0,8199999.999999999,0.25609756097560976,3
yBw67Fb31Cs,3Blue1Brown,8.20M subscribers,Trigonometry fundamentals | Ep. 2 Lockdown live math,https://www.youtube.com/watch?v=yBw67Fb31Cs,2020-04-21,2.0M views,Education,1:13:17,2000000.0,8199999.999999999,0.24390243902439024,3
MHXO86wKeDY,3Blue1Brown,8.20M subscribers,The simpler quadratic formula | Ep. 1 Lockdown live math,https://www.youtube.com/watch?v=MHXO86wKeDY,2020-04-17,1.4M views,Education,52:11,1400000.0,8199999.999999999,0.17073170731707318,3
ppWPuXsnf1Q,3Blue1Brown,8.20M subscribers,Lockdown math announcement,https://www.youtube.com/watch?v=ppWPuXsnf1Q,2020-04-16,953.0K views,Education,2:13,953000.0,8199999.999999999,0.11621951219512196,2
ZA4JkHKZM50,3Blue1Brown,8.20M subscribers,"Why “probability of 0” does not mean “impossible” | Probabilities of probabilities, part 2",https://www.youtube.com/watch?v=ZA4JkHKZM50,2020-04-12,3.3M views,Education,10:01,3300000.0,8199999.999999999,0.4024390243902439,4
8idr1WZ1A7Q,3Blue1Brown,8.20M subscribers,"Binomial distributions | Probabilities of probabilities, part 1",https://www.youtube.com/watch?v=8idr1WZ1A7Q,2020-03-15,2.5M views,Education,12:34,2500000.0,8199999.999999999,0.3048780487804878,3
U_85TaXbeIo,3Blue1Brown,8.20M subscribers,The quick proof of Bayes' theorem,https://www.youtube.com/watch?v=U_85TaXbeIo,2019-12-22,552.0K views,Education,3:48,552000.0,8199999.999999999,0.06731707317073171,2
HZGCoVF3YvM,3Blue1Brown,8.20M subscribers,"Bayes theorem, the geometry of changing beliefs",https://www.youtube.com/watch?v=HZGCoVF3YvM,2019-12-22,5.6M views,Education,15:11,5600000.0,8199999.999999999,0.6829268292682927,4
Agbh95KyWxY,3Blue1Brown,8.20M subscribers,"Q&A with Grant, windy walk edition",https://www.youtube.com/watch?v=Agbh95KyWxY,2019-11-23,448.1K views,Education,19:06,448100.0,8199999.999999999,0.054646341463414634,2
v0YEaeIClKY,3Blue1Brown,8.20M subscribers,"e^(iπ) in 3.14 minutes, using dynamics | DE5",https://www.youtube.com/watch?v=v0YEaeIClKY,2019-07-07,3.3M views,Education,4:08,3300000.0,8199999.999999999,0.4024390243902439,4
-qgreAUpPwM,3Blue1Brown,8.20M subscribers,Pure Fourier series animation montage,https://www.youtube.com/watch?v=-qgreAUpPwM,2019-07-03,683.2K views,Education,12:29,683200.0,8199999.999999999,0.08331707317073171,2
ZEeO8oefOLk,A&E,11.70M subscribers,"After Crashing, Driver Says He’s “At Home” | Desert Law | A&E #shorts",https://www.youtube.com/watch?v=ZEeO8oefOLk,2026-03-11,33.6K views,Entertainment,3:00,33600.0,11700000.0,0.0028717948717948715,0
8UlyUWuxoMs,A&E,11.70M subscribers,Desperate Defendants and Shocking Courtroom Takedowns | Court Cam Full Ep. Marathon | A&E,https://www.youtube.com/watch?v=8UlyUWuxoMs,2026-03-11,72.1K views,Entertainment,40:51,72100.0,11700000.0,0.006162393162393162,0
iqe32YWni1E,A&E,11.70M subscribers,Live PD: Police Patrol – Streets in Real Time | Full Episode,https://www.youtube.com/watch?v=iqe32YWni1E,2026-03-10,63.1K views,Entertainment,19:15,63100.0,11700000.0,0.005393162393162392,0
VcMWYQPEyWU,A&E,11.70M subscribers,"Facing Eviction, Foreclosure, and Losing It All | Hoarders Full Episode Marathon | A&E",https://www.youtube.com/watch?v=VcMWYQPEyWU,2026-03-10,55.3K views,Entertainment,2:14:22,55300.0,11700000.0,0.004726495726495725,0
ShoOoQElpjM,A&E,11.70M subscribers,"Intervention: A Fifth of Alcohol a Day, Seven Hospitalizations and a Second Chance | A&E",https://www.youtube.com/watch?v=ShoOoQElpjM,2026-03-10,76.3K views,Entertainment,10:25,76300.0,11700000.0,0.0065213675213675205,0
nYX7oQ9sBTI,A&E,11.70M subscribers,Suspected Drunk Driver Crashes Into Restaurant | Customer Wars | A&E #shorts,https://www.youtube.com/watch?v=nYX7oQ9sBTI,2026-03-10,17.2K views,Entertainment,1:17,17200.0,11700000.0,0.0014700854700854698,0
qGnVoSNrkSo,A&E,11.70M subscribers,Hoarders: Alvin’s Hoarding Causes Big Rift Between Family | A&E,https://www.youtube.com/watch?v=qGnVoSNrkSo,2026-03-10,12.6K views,Entertainment,10:13,12600.0,11700000.0,0.0010769230769230767,0
Vze80IquMUo,A&E,11.70M subscribers,Driver Hesitates to Comply During Traffic Stop | Ozark Law | A&E #shorts,https://www.youtube.com/watch?v=Vze80IquMUo,2026-03-10,1.4M views,Entertainment,3:00,1400000.0,11700000.0,0.11965811965811964,2
bm-YNsqrpdo,A&E,11.70M subscribers,"Crime 360: A $30 Million Inheritance, a Sudden Death, and a Toxic Discovery | A&E",https://www.youtube.com/watch?v=bm-YNsqrpdo,2026-03-10,59.5K views,Entertainment,12:36,59500.0,11700000.0,0.005085470085470085,0
WZNap3kadGc,A&E,11.70M subscribers,When Neighbors Cross the Line | Neighborhood Wars *Compilation* | A&E,https://www.youtube.com/watch?v=WZNap3kadGc,2026-03-10,15.5K views,Entertainment,22:13,15500.0,11700000.0,0.0013247863247863247,0
ipn6XCGR2e0,A&E,11.70M subscribers,"The First 48: For Love and Honor/The Dark Side of Love (S21, E41) | Full Episode",https://www.youtube.com/watch?v=ipn6XCGR2e0,2026-03-10,503.3K views,Entertainment,42:54,503300.0,11700000.0,0.04301709401709401,1
aq2ZbnfPC1Q,A&E,11.70M subscribers,"WWE Rivals: Seth Rollins vs. Triple H: Mentor Turned Enemy (S4, E5) | Full Episode",https://www.youtube.com/watch?v=aq2ZbnfPC1Q,2026-03-09,112.2K views,Entertainment,43:15,112200.0,11700000.0,0.009589743589743589,1
eJQAZL_ZP_g,A&E,11.70M subscribers,Sheriff Stops Young Driver After Risky Truck Ride on Busy Strip | Ozark Law | A&E,https://www.youtube.com/watch?v=eJQAZL_ZP_g,2026-03-09,16.7K views,Entertainment,5:52,16700.0,11700000.0,0.0014273504273504272,0
V0mMYIcOtwU,A&E,11.70M subscribers,High-Speed Crash Ends in a Quiet DUI Arrest | Desert Law | A&E,https://www.youtube.com/watch?v=V0mMYIcOtwU,2026-03-09,5.4K views,Entertainment,4:54,5400.0,11700000.0,0.0004615384615384615,0
ucx4oJSNNGc,A&E,11.70M subscribers,Driver Tries — and Fails — to Free Rock Stuck Under Car | Road Wars | A&E #shorts,https://www.youtube.com/watch?v=ucx4oJSNNGc,2026-03-09,51.1K views,Entertainment,1:06,51100.0,11700000.0,0.004367521367521367,0
3QB0dEkPXbo,A&E,11.70M subscribers,Brandi Finds $700 Boxing Gear & Steps Into the Ring | Storage Wars | A&E,https://www.youtube.com/watch?v=3QB0dEkPXbo,2026-03-09,17.1K views,Entertainment,9:13,17100.0,11700000.0,0.0014615384615384614,0
qhz98ickXZE,A&E,11.70M subscribers,Abducted and Trapped in Her Own Car — A Mother Fights to Get Back to Her Child | I Survived | A&E,https://www.youtube.com/watch?v=qhz98ickXZE,2026-03-09,9.7K views,Entertainment,10:06,9700.0,11700000.0,0.000829059829059829,0
yU8Jt5yU-00,A&E,11.70M subscribers,Live PD: Police Patrol – Back-to-Back Full Episodes – MARATHON Pt. 27 | A&E,https://www.youtube.com/watch?v=yU8Jt5yU-00,2026-03-09,309.9K views,Entertainment,38:08,309900.0,11700000.0,0.026487179487179484,1
eWSqTP0OusU,A&E,11.70M subscribers,"Escaping the Freeway Killer—and Bringing Him Down (S1, E10) | I Survived a Serial Killer | Full Ep",https://www.youtube.com/watch?v=eWSqTP0OusU,2026-03-09,17.9K views,Entertainment,20:54,17900.0,11700000.0,0.0015299145299145296,0
8T2evMypFQg,A&E,11.70M subscribers,"Parking Revenge, Poop Payback and Neighbor Stops an Arsonist (S1 E1) | Neighborhood Wars | Full Ep",https://www.youtube.com/watch?v=8T2evMypFQg,2026-03-08,18.1K views,Entertainment,20:20,18100.0,11700000.0,0.0015470085470085469,0
wt1EVxCYDFc,A&E,11.70M subscribers,American Justice: Michelle Carter's Deadly Texts & Aaron Hernandez Murder Cases | Full Ep Marathon,https://www.youtube.com/watch?v=wt1EVxCYDFc,2026-03-08,30.4K views,Entertainment,1:25:47,30400.0,11700000.0,0.0025982905982905977,0
FOeytK0Khgg,A&E,11.70M subscribers,Broad Daylight Stabbing Sparks Frantic Michigan Manhunt | Crime in Progress | A&E,https://www.youtube.com/watch?v=FOeytK0Khgg,2026-03-08,118.3K views,Entertainment,11:00,118300.0,11700000.0,0.010111111111111109,1
Ea4w0wqIBhE,A&E,11.70M subscribers,Youth Pastor Pleads for Mercy After Attempted Murder of His Family | Court Cam | A&E #shorts,https://www.youtube.com/watch?v=Ea4w0wqIBhE,2026-03-08,17.5K views,Entertainment,3:00,17500.0,11700000.0,0.0014957264957264954,0
IkseA-KM844,A&E,11.70M subscribers,High-Risk Arrest at Gas Station Ends Without Incident | Alaska State Troopers | A&E,https://www.youtube.com/watch?v=IkseA-KM844,2026-03-08,382.1K views,Entertainment,12:05,382100.0,11700000.0,0.032658119658119655,1
R5_iCyJHQK4,A&E,11.70M subscribers,Court Cam: Top 5 STRANGEST Moments | A&E,https://www.youtube.com/watch?v=R5_iCyJHQK4,2026-03-08,119.2K views,Entertainment,20:38,119200.0,11700000.0,0.010188034188034186,1
u6jXAlFVIeQ,A&E,11.70M subscribers,"A House Fire Wasn’t the Cause—He Was Already Dead (S3, E4) | Cold Case Files | Full Episode",https://www.youtube.com/watch?v=u6jXAlFVIeQ,2026-03-08,46.8K views,Entertainment,43:17,46800.0,11700000.0,0.003999999999999999,0
ZkbVZFwqVL4,A&E,11.70M subscribers,"Intervention: Her Twin’s Overdose Triggered a Relapse That Could Cost Her Life (S9, E11) | Full Ep",https://www.youtube.com/watch?v=ZkbVZFwqVL4,2026-03-07,88.9K views,Entertainment,42:58,88900.0,11700000.0,0.007598290598290597,0
u9s68I8W9GI,A&E,11.70M subscribers,The First 48: Cracking the Case (Part 6) – Full Episode Marathon | A&E,https://www.youtube.com/watch?v=u9s68I8W9GI,2026-03-07,572.4K views,Entertainment,1:29:30,572400.0,11700000.0,0.048923076923076916,2
f85RLCWNxAE,A&E,11.70M subscribers,Live PD: Police Patrol – Multi-Car Crash Leads Officers to a Doorstep Confrontation | A&E,https://www.youtube.com/watch?v=f85RLCWNxAE,2026-03-07,8.5K views,Entertainment,3:42,8500.0,11700000.0,0.0007264957264957264,0
uQzUEPMMYJ0,A&E,11.70M subscribers,Matt Admits to Smoking in Jail; Then Reveals How It’s Trafficked 😳 | 60 Days In | A&E #shorts,https://www.youtube.com/watch?v=uQzUEPMMYJ0,2026-03-07,24.0K views,Entertainment,1:50,24000.0,11700000.0,0.002051282051282051,0
fsOfurCZusc,A&E,11.70M subscribers,"RECAP: Participants Expose Fulton County Jail Issues After Phase 1 - Part 2 | 60 Days In (S3, E12)",https://www.youtube.com/watch?v=fsOfurCZusc,2026-03-07,16.2K views,Entertainment,11:09,16200.0,11700000.0,0.0013846153846153843,0
mThhBgYAJ1E,A&E,11.70M subscribers,Brandi Throws Punches in the Boxing Ring 🥊 | Storage Wars | A&E #shorts,https://www.youtube.com/watch?v=mThhBgYAJ1E,2026-03-07,12.9K views,Entertainment,0:45,12900.0,11700000.0,0.0011025641025641023,0
tCsgq9rFA98,A&E,11.70M subscribers,"60 Days In: The Final Participant Enters—and the Pact Falls Apart (S9, E5) | Full Episode",https://www.youtube.com/watch?v=tCsgq9rFA98,2026-03-07,28.7K views,Entertainment,42:45,28700.0,11700000.0,0.002452991452991453,0
DbUIta7_-xI,A&E,11.70M subscribers,"After The First 48: Innocent Lost (S1, E12) | Full Episode",https://www.youtube.com/watch?v=DbUIta7_-xI,2026-03-07,255.4K views,Entertainment,45:00,255400.0,11700000.0,0.021829059829059826,1
zErdfUm4BHk,A&E,11.70M subscribers,Storage Wars: Overpaid and Outplayed? High-Stakes Locker Battles | Full Ep. Marathon | A&E,https://www.youtube.com/watch?v=zErdfUm4BHk,2026-03-06,59.4K views,Entertainment,41:48,59400.0,11700000.0,0.005076923076923076,0
N9bff3WJ3Qo,A&E,11.70M subscribers,Live PD: Greatest Shifts – Unfiltered Look at Police in Action (Pt. 3) – Full Ep. MARATHON | A&E,https://www.youtube.com/watch?v=N9bff3WJ3Qo,2026-03-06,263.5K views,Entertainment,1:20:45,263500.0,11700000.0,0.02252136752136752,1
l_sXa-f0dxQ,A&E,11.70M subscribers,Cold Case Files: Two Women Living Alone. Two Attacks in Three Months | A&E,https://www.youtube.com/watch?v=l_sXa-f0dxQ,2026-03-06,23.7K views,Entertainment,10:36,23700.0,11700000.0,0.0020256410256410252,0
FKwjb54hgMM,A&E,11.70M subscribers,“Take It or Leaf It” — Tenant and Landlord Clash Over Plants | Neighborhood Wars | A&E #shorts,https://www.youtube.com/watch?v=FKwjb54hgMM,2026-03-06,62.5K views,Entertainment,1:55,62500.0,11700000.0,0.005341880341880341,0
2UzxqFvMI_M,A&E,11.70M subscribers,Customer Wars: From Rogue Waves to Viral Meltdowns *Compilation* (Season 3) | A&E,https://www.youtube.com/watch?v=2UzxqFvMI_M,2026-03-06,45.7K views,Entertainment,24:55,45700.0,11700000.0,0.0039059829059829056,0
afUgyHTJkss,A&E,11.70M subscribers,Nightwatch's Most Viewed Moments From Season 7 | A&E,https://www.youtube.com/watch?v=afUgyHTJkss,2026-03-06,35.1K views,Entertainment,15:01,35100.0,11700000.0,0.0029999999999999996,0
_0lwgUtOu7E,A&E,11.70M subscribers,Live PD: Police Patrol – Split-Second Decisions (Part 4) – Full Episode MARATHON | A&E,https://www.youtube.com/watch?v=_0lwgUtOu7E,2026-03-06,282.4K views,Entertainment,57:42,282400.0,11700000.0,0.02413675213675213,1
fmrHVahinbA,A&E,11.70M subscribers,Life-or-Death Road Rage Caught on Camera | Road Wars Full Ep. Marathon | A&E,https://www.youtube.com/watch?v=fmrHVahinbA,2026-03-06,101.6K views,Entertainment,41:42,101600.0,11700000.0,0.008683760683760682,0
C2YoQ4FitJ8,A&E,11.70M subscribers,A Missing Woman and a Husband Who Keeps Changing His Story (S2 E20) | Interrogation Raw | Full Ep,https://www.youtube.com/watch?v=C2YoQ4FitJ8,2026-03-05,481.1K views,Entertainment,43:10,481100.0,11700000.0,0.04111965811965811,1
uoB90BaPjuk,A&E,11.70M subscribers,"Live PD: Greatest Shifts — Snowstorm Rollover Leaves Car Upside Down, Driver Walks Away | A&E",https://www.youtube.com/watch?v=uoB90BaPjuk,2026-03-05,6.4K views,Entertainment,4:59,6400.0,11700000.0,0.0005470085470085469,0
uI9RdnyqLEo,A&E,11.70M subscribers,Neighborhood Wars: When Disputes Turn Dangerous—Most Shocking Moments Caught on Camera | A&E,https://www.youtube.com/watch?v=uI9RdnyqLEo,2026-03-05,38.1K views,Entertainment,19:01,38100.0,11700000.0,0.003256410256410256,0
cBudqE3Nh1k,A&E,11.70M subscribers,Man Under No-Contact Order Has NO IDEA How Court Works | Court Cam | A&E,https://www.youtube.com/watch?v=cBudqE3Nh1k,2026-03-05,41.2K views,Entertainment,4:21,41200.0,11700000.0,0.003521367521367521,0
WPCWGGVrKnE,A&E,11.70M subscribers,Police Search for Leads After Broad Daylight Assault | Crime in Progress | A&E #shorts,https://www.youtube.com/watch?v=WPCWGGVrKnE,2026-03-05,227.4K views,Entertainment,0:47,227400.0,11700000.0,0.019435897435897433,1
DlilL9ZIrZU,A&E,11.70M subscribers,Meet Det. Tony Godwin of Internet Crimes Against Children | Predator Hunters | A&E #shorts,https://www.youtube.com/watch?v=DlilL9ZIrZU,2026-03-05,23.8K views,Entertainment,1:17,23800.0,11700000.0,0.002034188034188034,0
BknAKLH0Giw,A&E,11.70M subscribers,Hunting Triple H’s Greatest Era-Defining Treasures (S3 E4) | WWE's Most Wanted Treasures | Full Ep,https://www.youtube.com/watch?v=BknAKLH0Giw,2026-03-05,81.1K views,Entertainment,41:33,81100.0,11700000.0,0.00693162393162393,0
qfpsbInUl_Y,A&E,11.70M subscribers,Live PD: Greatest Shifts – Responding to the Call | Full Episode,https://www.youtube.com/watch?v=qfpsbInUl_Y,2026-03-05,140.8K views,Entertainment,40:00,140800.0,11700000.0,0.012034188034188032,1
TlW1tN34MZU,Abroad in Japan,3.28M subscribers,I Spent a Week with Japan's BIGGEST Movie Star | Ken Watanabe,https://www.youtube.com/watch?v=TlW1tN34MZU,2022-03-05,1.8M views,Entertainment,23:50,1800000.0,3280000.0,0.5487804878048779,4
DCRlejdOadU,Abroad in Japan,3.28M subscribers,"Inside Tokyo's Most Expensive Hotel Room | $12,000/Night",https://www.youtube.com/watch?v=DCRlejdOadU,2022-01-18,3.2M views,Entertainment,17:25,3200000.0,3280000.0,0.9756097560975607,4
AIjVEHF4A2M,Abroad in Japan,3.28M subscribers,I Tried Japan's Most INSANE Noodle Challenge,https://www.youtube.com/watch?v=AIjVEHF4A2M,2022-01-13,3.8M views,Entertainment,17:17,3800000.0,3280000.0,1.1585365853658534,4
04_f8TOIXtY,Abroad in Japan,3.28M subscribers,5 Must Try Japanese Winter Foods | Hokkaido Road Trip ⛩,https://www.youtube.com/watch?v=04_f8TOIXtY,2021-12-30,2.5M views,Entertainment,23:32,2500000.0,3280000.0,0.7621951219512193,4
IPGLhCq2RNk,Abroad in Japan,3.28M subscribers,Why Everyone HATES Me on Amazon Prime,https://www.youtube.com/watch?v=IPGLhCq2RNk,2021-12-04,1.3M views,Entertainment,11:24,1300000.0,3280000.0,0.39634146341463405,4
NOzd7vFfP0k,Abroad in Japan,3.28M subscribers,24 Hours in AKITA | 4 Things to do in Japan's CHICKEN Capital,https://www.youtube.com/watch?v=NOzd7vFfP0k,2021-11-28,1.3M views,Entertainment,15:05,1300000.0,3280000.0,0.39634146341463405,4
OtCu6YNWeX4,Abroad in Japan,3.28M subscribers,I Built a RAMEN Shop in My Japanese Apartment | STUDIO Tour,https://www.youtube.com/watch?v=OtCu6YNWeX4,2021-11-14,1.6M views,Entertainment,19:17,1600000.0,3280000.0,0.48780487804878037,4
JpgXdQ0QXRA,Abroad in Japan,3.28M subscribers,21 Must Try Japanese CONVENIENCE Store Foods & Drinks,https://www.youtube.com/watch?v=JpgXdQ0QXRA,2021-10-17,2.6M views,Entertainment,24:20,2600000.0,3280000.0,0.7926829268292681,4
j3ti_M2a4eY,Abroad in Japan,3.28M subscribers,"48 Hours in Asakusa, Tokyo | 6 Things To Do",https://www.youtube.com/watch?v=j3ti_M2a4eY,2021-09-12,1.7M views,Entertainment,16:15,1700000.0,3280000.0,0.5182926829268292,4
9SbuBy562YA,Abroad in Japan,3.28M subscribers,Inside Japan's WORST Hotel Room | Feat. @CDawgVA,https://www.youtube.com/watch?v=9SbuBy562YA,2021-09-05,3.7M views,Entertainment,29:45,3700000.0,3280000.0,1.1280487804878045,4
